sentence,score
I will readily grant that. But where was the urgent reason not to follow it in any of the above cases?,0.6402883521
My job. Do you have any specific points to address?,-0.5907136845000001
Are these two more articles that should be moved on January 1st? Did you get my email about admin nomination for you?,0.5570324564
"Correcting an article to remove mention of something that ''was made up here in Wikipedia'' and does not exist in any formal definition of the article's subject is a furtherance of the <url> policy, not vandalism. Are you interested in knee-jerk reverting, or in actually making your encyclopedia correct and accurate?",-1.769591254
Good point - I was unaware of that. Perhaps then you should include a short reference to Aquitanian in the sentence?,0.8222037703
"I'm a little surprised you haven't responded to my suggestions regarding the GAN yet. Is there some sort of a problem there, or have you just not managed to get around to it yet?",-1.112739392
"Sorry, I was wondering if the are related to each other or separate organizations? Also is there a difference between North Twillingate and Twillingate?",0.7706595204000001
"Thanks for telling me. Do you just perform the rename, and I then re-create the account to take it for myself?",0.9594233987
This is starting to almost feel like harassment. Perhaps we should take this to a mediation committee?,-0.9402021387
"Oh, okay. <url> should be placed as a ""see also"" on <url>, correct?",0.5802599602
I was thinking more of making the line longer so that the team's name can fit on it. Is that doable?,0.6444336386999999
"Sorry if it seems like I'm bugging you about the above image - I'm trying to determine the copyright holder, which needs to be specified on the image page per <url>a. When I click on the source link, I get an ""access forbidden"" message. Can you please specify the copyright holder on the page?",1.3269446740000002
Thanks for improving the article. Can you add categories also?,1.436016098
"You won't even let the ink on your report dry and you're already at it again. Care to explain finally what about the DAB needs ""cleaning""?",-2.12232803
"I'm happy to help! After all, what's the point of acquiring knowledge about a process if I don't use that knowledge to help others?",0.88877125
"It was for closure's sake, as to show that the debate was closed and that was the result, the user was '''blocked''' and the userpage was '''deleted'''. Doesn't that show you the items better?",-0.7837498262
Alright then!?,-1.269469998
Thanks. Beer?,0.5980041291
Strikehold previously did a <url>. What do you think about adding it to the template?,0.8817467032999999
Have you visited <url>???,-0.6270155009
"I don't recall any consensus on that unilateral change. Can you direct me to it, please?",0.9295460677
User 86.138.232.97 does have a history of malicous edits. Are you then confirming that these malicious edits done by user 86.138.232.97 were done by yourself?,-0.9309287925
Shane I reverted the edit you made this moring <url> but on second thought I would like some advice. Is it implied in stub that they do not have references or is it appropriate to mark stubs as requiring a reference?,0.8340449445999999
Why isn't <url> included there? Is it possible there's a redirect in it's place?,-0.4598270602
"Actually, material in the lead must be discussed in the body. Contemporary economics haven't been discussed in the body, so how can they be discussed in the lead?",-0.633440186
E-mail me at <url> (just get rid of the spaces in between the letters and numbers) whenever you feel like it. By the way are you a member on any Iranian football forums online?,0.8218877806999999
"Without participating in talk page discussion, you have deleted reliable sources, and rewritten a sentence so that it is supported by no sources at all except your personal opinion.<url> Am I missing something here?",-1.351418196
I've also started <url>. Now is this acceptable?,-0.5240286643
"When someone explicitly states that they created the image themselves, then surely GFDL is at least implied? I know i forgot to add the tag but is it really necessary to put a delete template on the image?",-0.7117183878
"Hi, Michael David. Was there any consensus reached on this issue?",0.6616060897
Thanks for your help with <url>. I've responded to your comments - could you please take a look and let me know if you are content now?,0.9574675671
Why do you contend that New Atheism and Atheism 3.0 are unrelated? They are so intermingled that people have difficulty discerning which is which?,-0.9627902605
"Hmm, page says you are unavailable right now. This means you wont be fixing up <url> any time soon?",-0.6039238062
Perhaps you can help me. How do I view the status of a vandalism report I've made?,0.5684519317
"Thanks for telling me. Do you just perform the rename, and I then re-create the account to take it for myself?",0.9594233987
I'm not familiar with that article. Can you please specify the exact article title?,0.987581604
"You realize the bot maintains a separate page, right? Is it not possible that the ""problem"" is having the pages inconsistent?",-1.221229851
"What's wrong with having everything look the same, the links are for the Official website of the channel so I don't see the problem??",-1.228434147
Why is your AWB robot changing '''&amp;Oslash;''' to the letter '''xd8'''? I asked you if all computers in the World are set up to read &Oslash; ?,-0.9452891546
"I think this deserves its own article, as opposed to being in the centrifugal one. Do you have any good sources that describe how it works?",0.6444812964
"Fine, but you didn't need to be an admin to make edits to articles. Or did you?",-1.189413327
"ok that was really confusing, I clicked on this link <url> and then cleaned the page but the page still exists, sso from what I understood if you put the ending ""/double redirect"" at the end of any article, you'll see how many redirects it has? is that right?",0.5939456377000001
Thanks for your help on <url>. Any advice on edits we should make to get it up the quality scale?,0.6296951563000001
My question about the truncation operation is to understand the generic algorithm for applying a ring (or un-ringing) a Dynkin node. What method (code) do you use to get the higher dimensions truncated based on the Coxeter Dynkin ringed nodes?,0.5473875849000001
"I removed most of the boldface lettering from the article. And what do you mean by ""the referencing is insuficcient""?",-0.8962868562999999
"Can you explain what you mean by ''""Randi, paranormal, Larry King etc. are all redundant redundant""''?",-0.5333649301
Hell yeah. How do we do that?,-0.8916975708
If you completely disagree then why havn't you required references on other airport pages??,-1.746131003
"Hi, thanks for letting me know about my signature not being linked. I tried to save the settings in preferences - did it work?",0.8850057585
Who???,-0.9993343311
I'm curious how you justify your removal of a link to the Washington Blade newspaper website in the <url> article<url>. The Blade is a valid media outlet - a newspaper dating back to 1969. Is there some bias at work?,-0.5957468249
I have extended the block to 1 week. Has s/he been attempting to change your password too?,0.6162436938
"Nice work on <url> - I had been a bit hesitant to put in those other reports, but now it looks great. How did you find out that I created it?",1.160329212
"What's your issue with noting the copyright registration date for this piece? Also, could you point me to the consensus you mentioned?",-0.7859047901
I wish I could find a better one but I don't think I know where one is I think the composition needs more information. Can you do that?,0.6055743246999999
Yes I am planning to. Is that good?,0.988816792
"I see you've just placed a deletion request on your user page, but this page has no history and hasn't been edited previously. Did you mean to place it on the article you created, <url>?",0.8491436609999999
"What is your source for the PD Seantors? There is no news on RTE, ireland.com or the PD website?",-0.5162122322
"Hi friend, I've noticed you've made some good edits over at the article. Are you a big fan of McGinley's work?",1.393539432
Because Wikipedia is an encylopaedia not a free advertising and self promotion venue. Why do you keep abusing it?,-1.221359108
"At the top of my talk page, it says, ""If I left you a message: please answer on your talk page, as I am watching it."" I think I already explained this to you. Is there a reason we cannot communicate?",-0.6641686622999999
Hi RHM22. Would you or one of your coin-loving compatriots have access to <url>?,-0.6894460987000001
"You recently edited this page. It is my view that this page is just a corporate marketing listing, there are several hundred companies that do the same job yet are not listed in Wikipedia - Do you not think that this is advertorial?",-0.6386882602
I'm still scratching my head. How can this be?,-0.9760391827
"See my comments on the article's talk page, which is on my watchlist by the way. Be bold?",-0.4813840592
"I do not know what you mean by ""important links"" as you mentioned on my talk page. Will you please clarify?",0.6774024702
I would like to nominate you for adminship. Would you accept now?,0.5388010888
We are working on adding some information regarding the significance of the podcast. Do you have any additional tips on improving out article's quality?,0.8006527084
"Ha, you're too kind to me, my old friend. MK one day, promise?",0.9082002083
"Hi, I see you voted ""support"" but in the neutral section. Would you like to move that to the support section?",1.075622917
What's with all the crap behind him? Was this at a signature desk?,-0.742826522
"The benefit of a version of the sentence is that it helps clarify the differences between Lavoisier and Priestley; however, we need to be careful that we don't convey the wrong impression to the reader. How best to do this?",0.8841266899
The only way I have a naval website is that I am one of the people actively working to make sure Wikipedia has good coverage of naval topics here. Which website do you think I run?,-0.7611879076000001
"Cla, your partisanship is indeed fairly obvious, and pointing to one article where you've deliberately been good isn't good enough. So: if I point you to my stand against AJL, will you declare me to be non-partisan?",-1.067163069
Indeed... The trolls just keep coming. Are you aware of content of the <url>?,-0.6449318089
"I read his note, and you should know that as I responded to it and then you responded to me. So where did the doubt come in regarding that matter?",-0.7699897512999999
?????????????????,-1.713040136
"Thanks for your support! Would you consider commenting on the <url> talk page, saying it has your support (and adding those comments for discussion)?",1.696684607
"What about ''Race, Ethnicity and Migration in Modern Japan'' (Weiner 2004)? Or any of the dozens of books you can find on Google by searching Ainu+Honshu?",-1.056308241
"Are you the owner of hacktolive.org? If not, what's your relationship to it?",-0.5608040636
Is the new draft at <url> OK with you? Do you have any comments or suggestions?,1.546544544
"I'm glad you're pleased with the general appearance. Before I label all the streets, is the text size, font style, etc OK?",1.426938597
"I understand your point about MJ being very close and having competent editors, but do you not think those of us who understand the source problems, etc. that the Reagan page is having should try and explain them to those editors (that is, try to educate them)?",-0.5962755336
"I have never seen anything which says that warning levels should begin anew each day. <url> says that warning templates ""are listed at right in order of severity, but need not be used in succession."" If there is another policy somewhere, could you show it to me?",0.8199127366
"CIV, I'll grant (and yes, I shouldn't have). But how is it a violation of AGF to say that Stewart suggested the article be vandalized?",-0.4971849751
"Since your last warning to BigBang19, he's continued to vandalize the ''Punk'd'' article, undoing the grammatical corrections I made some time ago, and inserting irrelevant, non-noteworthy material about Kuthcer's observence of Jewish holidays and his marriage to Demi Moore. Can someone block this person for a period of more than just 24 hours so that he gets the message?",-0.8485795934999999
"(after multipled edit conflicts)I checked your behaviour and your contributions myself at the time, as did numerous other admins who reviewed your edits and the block and it was subject of extensive discussion on and off-site so your suggestion that I should have checked with others is silly. You violated Wikipedia's policies and were blocked rightly for it; you've been given a second chance and instead of being productive you come here to moan about a comment I made more than six months ago, that I still stand by, and to pursue your now year-old vendetta against Nick?",-1.690496561
I was wondering if you'd like me to make your userboxes (on your userpage) line up horizontally (in columns of 3) rather than vertically. Interested?,1.1772536059999998
Shudder? Why?,-1.0005234790000002
"I didn't see your internal link, I put it back. <url> isn't orphaned, what are you talking about?",-1.359581091
Why did you delete the article on anal stretching????,-1.356150673
"And after seeing this talk page, I'll also note that there is no difference between scalars in math, physics and computing, those articles should all be merged together. :-/ Maybe you'd be interested in doing such a merge?",0.557739293
Figures as much. What's wrong with it?,-0.4941344984
"I'm always happy to give a second opinion on ID - you're welcome to put images on my talk page to discuss them. Regarding <url>, I would tend to go with ''<url>'', what do you think?",1.200359217
"You have reverted four times, Sarek three times, and an IP once. Do I take it that you are declining to undo your edit?",-1.119571611
"It's not my job to add the ""Bronze Age"" material in the article on <url>, so please refrain from removing existing material just because you haven't made any effort to add the ""Bronze Age"" content. OK ?",-2.046866088
"Anyway, the point is that the bot is editing against <url>. Can you let me know whether you intend to continue or whether we can agree that you'll stop using it to do this?",-1.340582019
I enjoyed your comments on the 'Road to Serfdom' article. I wonder if you know if anyone has offered a reading of the book as a satire of the bourgeois-administrative-pseudo-capitalist state?,1.012529871
"As you may have seen, <url> was also blocked for the same time. In the light of his pledge to stay away from the article, can you give me an assurance that you will not be disruptive?",-0.8328784390999999
Thank you. So what did I do to earn the tea?,1.182446104
What's up with all those tweaky changes? Just salting redirects?,-1.508035812
"Seeing you back on Wikipedia after a long time. How are you doing, and is everyone you know safe?",1.314763682
"Many thanks. I can't resolve ""The work represents a summary of themes explored in Bacon's previous paintings"", Tony's right - its clunky and unclear; any ideas?",1.74511568
"I pretty much agree with <url>, except I would like to know why you modified the see also section to be a hatnote. Doesn't <url> have specific requirements for this?",-0.4865460861999999
"Again, what would be the point of redirection? Who on earth is going to fall on the redirect first?",-1.0223097559999998
Please stop mentioning my name in relation to FW. <url> How many times do I have to ask?,-1.4771066469999998
"Thanks. Before I use, is there are way to deny the bot only within a portion of an article rather than the entire article?",1.027167593
Ditto? whats the deal?,-0.7421784440000001
"Thank you. It's a strange hobby, isn't it?",0.8356626334999999
"""New dictator?"" Who's the old one? And who are ""others in your gang""?",-1.083675058
That user <url> moved <url> page for no reason and I do not understand why it was moved or why a persistent vandalist like this was allowed to move it. Is there anyway at all to get it moved back and that user permanently banned?,-0.8115398976
How are these inconsistent with the traditional account of the origins of the Torah involving redactions as late as Ezra? Why do we need bizarre hypotheses about documents being interwoven that are contrary to all known examples of how books are written?,-0.9391035897
"The specific claim of Boyer's that you included and I deleted was that ""cauchy based infinitesimals on limits"". Did you see anybody else saying this?",-1.07971692
"Ridding the project from copyvio images, which could result in expensive legal battles and put the whole project at risk? You think that we should risk putting the work of thousands of editors to risk because of some image?",-1.333993295
"A little while back, at the beginning of November, I had said that if you ever were considering adminship, that I would love to support and/or nominate you. Do you have any interest in pursuing it?",1.414798007
Yes please! Buffing up ''<url>'' to at least reflect a bit better on current state-of-play-taxonomically would be good :) Any Reliable Sources call it a <url> ?,0.6728408656999999
"You are correct that the science is not copyright, but the purpose of the cite is <url>. If I want to check your equation, where should I look?",0.6279498009000001
"I have moved the page back, as well as created the new article <url>. Is that better?",0.6643167594
Good day. Can look at this report please <url> ?,0.9541658735
"<url> is a validly notable topic which has been ruthlessly suppressed at WP, probably because of egoism rather than religionist POV warriors but possibly both. Can you advise me on how to go about appealling deletions?",-0.5411167433
Lowell/Lawrence Blvd leading from Lowell to the Methuen Rotary is a device from hell as well. How many people does that short stretch of road have to kill?,-1.053024233
"I actually posted my comments a couple minutes ago. Do you think that explanation works, or do you think it's a good idea I elaborate further?",0.6100308106
"Instead of deletion, I'm considering simply redirecting Ponystars to <url>. Any objections?",0.5860593873
"We? Which ""we"" would this be?",-0.8043291865000001
"Unless im making a major mistake here, this article was about a Not for profit organisation which seemed notable enough to give the origional creator at least some time to source it. Are you sure this had to be a speedy?",-0.6399123966
"""I will be retiring to the Cayman Islands shortly with the riches I'm gathering through my Wikipedia editing of political pages."" - ''(From your userpage)'' - You're joking, right? Oh, and you're also joking about being a Republican too?",-0.9549789491
"Thanks. As an aside, since this did turn out to be factual, just very hard to source, do you think the community would countenance an unblock request from Blaabla if he accepted some strict unblock conditions (such as packing in the 'systemic bias' thing, discussing his edits in a less confrontational manner etc)?",0.8919013402
"Ok. By the way, may I note that is an excellent resource you have there. I noticed the other day that we had acquired a list at <url> of unproduced scripts/stories - it seems entirely genuine and fits with material I have read elsewhere but was uncited - I wonder if you could help find a source for it?",0.6736371220999999
"Unless you provide a wikipedia article, with solid references od proof of notability of the term, I am going to delist it. I ave no doubts that there was a dilike of Portugals (like any other major nation), but was this word in notable circulation?",-1.0327219559999998
"Ok with you if I play white? I suck so I should go first....and, if you don't agree I will crush you like a mag.... whoa power rush..... Anyway ok with you?",-1.817670719
Interrobang has asked me if I would also help mentor you when he is not around. I said that I would gladly help out if it was ok with you?,0.7253512815000001
It is an obvious and strongly followed point that april fools jokes ''should not disrupt the running of the wiki''. Could you explain why the HELLS you coated a dozen users' pages with pictures of jimbo's ugly bearded fizzogg?,-2.114407434
"I like yours better, it's less demeaning. This is pretty new to me... should I remove it or leave it?",1.20787471
''Wiki-star''': Hm? Is there a reason for your sorrow my good man?,0.7022491629000001
"Hi, I'm looking for a clerk that would be willing to act as my trainer. Would you be available to do so?",0.8811800037
Thanks for your input. Would you mind voicing your opinion in the GMC's talk page?,1.24261609
Thanks for help! One more question: similar item at this address is a painting: http://sflib1.sfpl.org:82/record=b1035824~S0 Do I use the same tags?,1.166897227
Why do you ask me questions to which you already know the answers? Is it a rhetorical device?,-1.312010417
"Thank you that clarifies matters. Has the image been listed for deletion on commons, or should I do so?",0.8071692829000001
This is incorrect. Have you looked at the article any time after October 2008?,-1.985616524
Thanks for the tip. How come I sometimes come across pages where the trailing 's' is left off (or am I confusing that with the 's situation)?,0.6147430732
"I'd love to help, but I'm not sure what you're asking me to look at, specifically. Is there a discussion ongoing that you can point to?",0.616903726
"Btw, what's ""WPC MOS"", and where/when was it decided that we don't use volume indicators? Why is this, and how do we distinguish between different volumes of series when mentioning issue numbers?",-0.6580288836
"I'm sure that this is not a useful place to discuss the merits of your topic ban, which I think would need a wider audience to overturn. Perhaps you could make a request to the arbitration committee?",0.5631472811
Probably I would have to do quite a bit of alteration in wording. Is that O.K?,0.6961119013
Are you kidding me? Do you even bother to click on <url> to see its fleet?,-2.29992196
"Thanks for the heads up, I don't think they will succeed but it's good to know they're planning it. Did you let Jayjg know as well?",1.147434903
"I've created <person> to deal with the new CSD A8, deletion of blatant copyvios. Mind to take a look and tell me if there's anything wrong with it?",0.7595273271999999
I know what the band Rush is. I'm just wondering if you were joking or didn't know the user was referring to Rush Limbaugh?,-0.6266266882
Thanks for approving my request. Should I remove my request?,1.356249543
"Hello Sirmyles, I noticed a puzzling section on <url> that could only have been written by you (about the parallels with Shiite law). I would appreciate if you could identify a source that could possibly support this assertion?",1.018493419
"How can anyone analyze the page if you keep deleting the content? <url> 01:28, 18 December 2006 (UTC) Are you afraid someone might vote for it?",-2.205854909
Mind <url>. Since when one edit after protection expiry is disruptive editing or editwarring?,-0.9982378748
I don't see any mention of Wikipedia in that article. Don't you have other things you could be worrying about?,-1.83831955
No worries found it... but yeah... We need a new Foo's pic... Does Flickr have fair use licenses?,0.5458172979
"I've just seen your message on my Talk page. Why do you want the disambiguation page to be the one that doesn't say ""disambiguation""?",-0.5842796679
"I'm wondering why in the <url> article, you keep changing the link <url> to <url> which just redirects to <url>? Why not just leave the link to point to the intended article directy?",-0.9115731723
"I would like to first thank you for coding the afd helper app. Secondly, is it possible it could be changed to work with other XfDs?",0.9889657275
Due to certain Edits the page alignment has changed. Could you please help?,1.152064491
I don't see any of that in his deletion log. Would you please find out which one it was as evidence so you're not blindly accusing an admin of deleting something they didn't delete?,-1.145264433
No worries. So back to my question: what software makes them rock like that?,0.6902401544
"Hi Leonard G., I just read through your RFA including your reform proposals. Could you take a look at <url>, a proposal I have developed which would give just the rollback tool to people who request it?",0.8018086027
Thanks. Do you happen to know if the postcard was origianlly published in Japan?,1.1498799
"I just put a table in for the novel villains (to put the novels and films on the same level), but it's kind of messed up (I know presscious little about tables on Wikipedia). Could you please help me fix it?",1.095245097
So far there are four editors on <url> who have called you on your edit-warring. Would you please stop?,-0.5108740155
"There is a lot to learn - but to date I have concentrated on content, followed by style. If I have to keep removing silly comments, though, I will get discouraged - is there an easy way to reverse somebody's goofing?",-0.6820106011
I see you created a nonsense article yesterday because you were bored. If I unblock you will you disrupt more?,-1.438191714
Its been over a week now and I see you still haven't passed or failed the article. Made a decision?,-0.8804571332
"You assume correctly; same principle would apply. :-) By the way, is there a trick to getting the (Talk) link in your signature automatically that I haven't learned yet?",0.6285260867
"OK, I give up? What notability is asserted?",-0.6886777593000001
"I thought that, when some informations are mentioned about in ''desperate housewives'', it is a reliable source? So, in your way of thinking, Susan Mayer maiden name is not Bremmer or something like that?",-0.9697505064
So what was the point of that? Are you looking to get blocked?,-1.592015192
Thank you for taking the time to review my nomination of <url> as a featured article candidate. I have responded to the issues you raised in <url> - could you please review my replies and let me know if you're satisfied?,1.755026505
"Thanks for the advice but that's why I remove the ""Thank you for your contributions"" on the welcoming template. Is that still okay to do?",0.9810671731
Let me know when's convenient and I'll put the kettle on. Tea or coffee?,1.270400495
I've started looking at this article as you asked and inevitably I've got a few questions. Would you prefer me to list them here or on the article's talk page?,0.6094698021
Would you like to elaborate? How are you empowering me exactly?,-1.088086191
I tried to address your concerns in the nomination page. Do you mind having another look?,0.7981178347
Wikipedia is not the place for new information. How would we know if it was true or not if someone credible hasn't verified it?,-0.8193964796
"If you're interested, I could provide you with Subversion (which is superior to CVS) for VandalProof. Interested?",0.73624415
"Thank you much! May I call upon you if I make mistakes or need help, then, please?",2.2994064830000003
"Hi 72Dino, I was going over the talk page for vector when I re-read that you had found a tax document for '09 regarding discussion on Vector's contributions to the charity fund. Could you please provide a link for my personal review of that Document?",1.203358406
Such as the redundant link to ''Roe v. Wade''? Not an improvement?,-1.062953812
"So why didn't you just look through the source, to see if there was a number there? Or why didn't you simply ask the editor on their talk page?",-1.368048171
"On a more practical note: One either does or doesn't agree to take part in mediation. Which is it, please?",-1.130960408
"Is there any point to the quotation that's not served equally by the link on its own? Other than the obvious (which I'd like to think you're above), which is trolling the student pollies?",-0.8058714281999999
Why do you have this user name??,-1.649509972
"ummm, it's a soft redirect. A placeholder for a future page ... Is there a problem?",-0.7741072604000001
It's on the talkpage - you are deleting like crazy. I can ask for a Cabral if you like?,-1.168044459
"It may very well have been a better candidate for a stub rather than a speedy deletion. I would rather not talk about this on another users talk page, if you would like to discuss if further could we continue any further posts on <url>?",0.5398487742
"I'm on it. Instead, could I persuade you to offer comments on the FAC page of <url>?",0.9547975431
"I don't understand how you find it appropriate to talk about your illegal drug use on your user page. Also, how do you have the right to ban other people's usernames with a name like ""'''BONG'''warrior""?",-1.401238912
"Thanks for taking all that on....just wondering on the template if that Vancouver / North LM split vs Fraser Valley South LM split is something Elections BC cooked up; ""North"" and ""South"" just don't seem right geographically/compass-wise, it's more like ""West"" and East"".....I'm imagine there's reason to your rhyme; dito Vancouver Island/South Coast which is a-geographical somewhat if North Island is included (the Queen Charlotte Strait region is part of the Central Coast). If those are divisions used by Elections BC I guess that's what it is, though....I can make some additions to various pages describing the changes relating to ridings they're made out of and waht areas are in/out in each case.....and since the districts were created in 2008, shouldn't hte title say that instead of 2009?",0.5247972111
"Tom, that article is ready for publication, was written by someone else, and your changes aren't improving it. Did MER-C ask you to work on it?",-1.830424881
I was thinking about creating a page about Nintendo eShop. And since you are a well trusted user I am asking you if you think that would just be deleted because there isn't enough information?,1.338255342
"Now I'm confused--did I miss something? Who was talking about G1, and who was talking about IP blocks?",-0.6649472560999999
"<url> as having been deleted via a deletion discussion, however I can't find any such Afd. Do you know of one?",0.7151893022
Are you unable to pee with a half filled bladder???,-2.27943726
"Well, for a start, why is this irreplaceable? He's still alive, so what's to stop someone taking a picture and releasing it under a free license?",-0.6302553871000001
He published the document himself for the world to see. What privacy?,-0.8896815749
"I have not seen quotation sections on any other Australian politician page. Also, who chose these ""quotations?"" What qualifies as a quotation?",-0.8993364164000001
Got another one: <person>. Can't someone with CheckUser abilities block the IP address?,-0.4783618564
"Thanks for the various corrections you have made to this article. Do you have a source for the Anglo-Saxon Chronicle date of 921, please?",1.767725129
"I saw you removed the copyright CSD from Universum University as being ""unclear copyright status"". What am I missing?",-0.4662203838
"Is there any reason you keep moving boldface marks? ITN is on my watchlist and you seem to do this quite frequently, yet, as far as I can see, it makes no difference, so I feel compelled to ask if there's any particular reason?",-0.6661648375
"Well, I bet you got that from stalking me. Are you making a template I can use?",-1.741203205
"Do you think we're good to go with the proposal, maybe later tonight, or tomorrow? Any other problems with the proposal as it stands?",0.7113201922
"I've restored the histories of the userboxes; however, I would think it better to move them rather that cnp-move. Do you mind if I migrate these to your userspace for you?",1.396813665
Hello. I was wondering if any of the books you have can shed much more light on <url>?,0.8394988266
(S)he seems to have violated the spirit of 3RR <url>. How do we deal with this guy?,-0.6424478753
"With respect to your format, I think that all the things listed in the section before the sections should be separated as slang refs, phrases using breaking then the other section that appears. What do you think?",0.8577537933
"Isn't this section ""Vatican Responses""? How come the wordings are not fact-based but seem to have devolved into media perceptions of the Vatican responses?",-0.5231477406
"My problem is that the Style Guide for cities causes several topics for this small village to be repeated somewhat, especially the railroad, Gas Boom, and stockyard. Any thoughts on this article's organization?",-0.8539415722
Thanks for reverting that obnoxious vandalism on my talk page. How do I bring in an administrator to deal with the vandal?,-0.5643186832
"Agian, wishful thinking is one thing, fantasyland, now back to reality, Can you provide me ONE journal, ONE book that mentioned the term ""palestinians"" before 1960's??? Why not?",-1.751730669
I've heard you say you have quite a collection of dog books. Any chance you could list them for us?,0.7948009718000001
"This statement by The Four Deuces <url> makes little sense to me, does this user often obfuscate like this? The source is quite unambiguous in stating ""communist terrorists"" how on earth does this not mean the author is talking of communist terrorism?",-1.130595553
"Just think about it. If, unlike Saudi Arabia, the US is the Land of the Free, then how come you are only allowed to drink <url>?",-1.054428149
"Oops, I also just realized that I probably shouldn't delete this image because I added a comment on the talk page. Is this correct?",0.6366449156
"Hey, I just noticed that you are NOT an administator, I had always assumed that you were. I wondered if you would be interested in being nominated?",0.9722484435
You're welcome. Do you have an opinion as to whether they would be worth adding to <url>?,0.8934068215000001
OK I've created the following test page: <url>. Tell me if you have a problem with it?,0.6187085835
<url> reminded me of a report I want to file about Asad. May I?,0.840569177
"Well, you leaved me also curious. Why was it not appropriate?",-0.7275526873
Thanks for your response! How should we proceed ?,0.9844231323
"I had that fixed before you oranged me, I swears it! :) Are you not familiar with the technique of doubling your edit count using typos?",-0.7298376528
The file clearly states this is an image from a poster. Since when does this require any additional explanation?,-1.240950692
Hello im trying to make a task force for the Empire of Brazil with some people but we dont know how to make the actually task force stuff like the banner and how to make the quality chart template to see what class each article is. Im asking if you can help make it since i saw you made WikiProject Dam?,0.5922275686999999
Indeed. I trust you have already watchlisted this editor?,0.5167742644
See my answer in <url>. Is there some problem?,-0.4511106253
What are you having a problem with? Are you having trouble with the ssh authentication?,0.5743484952000001
Thank you for the rollback. Does it appear in <url> or only in the history?,1.227343758
I am concern why this user never replies to messages left on her talk page. Does she talk?,-0.7098184587999999
"You really want off here, dont you? I've already posted the incident on the incident board and you still are keeping it up?",-2.626637921
Seriously? Seriously?,-2.20552721
"Alright, the NPOV template is even worse, since it specifically points people to a talk page discussion which does not exist. Why are you adding these templates?",-0.7357488668000001
"And it ''takes'' thousands and thousands of dollars to run a campaign, so exactly what's your point? Has there actually been some evidence of wrongdoing on anyone's part?",-0.8614745536
I don't understand why Hong is so reluctant to revert unilateral changes from time-to-time when he did so frequently in the past when I or someone else who supported my edits did it. What exactly is the point in me agreeing to this if someone conveniently comes along and then starts making lots of changes that I don't like but Giovanni doesn't mind?,-1.11723179
"Otherwise, very nice article. Are you going to submit it to DYK?",0.9403526838
"I've made some improvements to <url>, keeping in mind your previous comments about the article. Since you gave its grade before, would you like to see it if it could be reassessed?",1.362073344
"One final thing: ""If anything, many vegetarians are characterized by their disapproval of non-violence (towards animals)."" You do realise that you are saying, here, that many vegetarians approve of violence towards animals? Is that really what you meant?",-1.039094367
"The <url> has a request (header ""<url>"") left a few hours ago by someone who has pictures of signs in China but can't read them. Would you please be willing to help?",0.5501451892
"Hello - some of your writing is a bit hard to understand. Is English your first language, out of curiousity?",-1.055826952
The sources are ref'd in the article. Can you be more specific?,-0.4857439088
You said other sources supported the info in the infobox yet you did not indicate what sources. And why can't we use a primary source for his birth date?,-0.9444214065
"Hello, I've written a page about the <url>, shamelessly copying the style from your CCT/FoFC lists. In the process, have I missed anything out?",0.642358042
you recently deleted <url>. can you tell me where is the AfD debate on that article?,-0.4810995776
Vandalism is putting a live AFD template back? You're a smart one ain't you?,-1.426465108
"Hello. I was just wondering, is it really fair to delete an unintentional duplication of a deleted category without a formal CFD submission?",0.5370991724
"I'd like to try it out at FAC, after Friday. Would you be willing to co-nom?",1.005785865
"No problem, but since I don't know anything about cold fusion, I've had to go by the description. (I've left out the thermistor and heater to keep the diagram simple, I can put them in if you think them important) Is the diagram ok I do you think it needs any changes?",0.9619580669
"<url>. Congrats, or should I say good luck?",0.5523945647999999
"Btw, I've issued a request for discussion on the Canadian Wikipedians' notice board about a dispute involving myself and another contributor on <url>. If you have a chance, could you look this over?",0.8009078307999999
"just look out or you'll regret!OK, stop here, go to bed. Have U done ""Tourism Report"" yet?",-1.145239737
Sorry to not reply earlier regarding Deathrockeru2014I've been away. Has the situation calmed?,1.068183214
"Hi SKS, I saw your post on the discussion on the charts page about Billboard Korea and I clicked the link and the website seems to be up and running but I can't make sense of it. Can you have a look at it?",0.7283373017
Excuse me? What are you accusing me of doing?,-1.82987305
"Hi, nice article. What is meant by ""speculative townhouses?"" Ones that were built for prospective renters rather than for committed buyers?",0.8291046345
"Very true. Out of interest, what do you make of the new kits(s)?",0.6581919025999999
"Can you respond to the comments I left on the S&M PR page please. If you are satisfied with the changes, can you tell me if it is qualifiable for FAN and if not for FAN, then for A class status?",0.5242800359
"I understood just fine, but wasn't at my computer. Are you in a hurry?",-0.8103608065000001
"<url> is based at 340 Laurier Avenue West Ottawa, Ontario K1A 0P9 - It doesn't have a photo posted yet. Is this convenient for you?",1.092415624
"Hey MBK; well, I've got to be honest I wasn't expecting the events of last night - personally I thought the discussion was going reasonably well (not fabulously, but we were getting somewhere) and, whilst I agree that Mlm's actions weren't exactly advised, I must admit it does seem to be a relatively minor thing to retire over - was there something else going on here that made it the straw that broke his back? Anyhow, I agree with you that he'll be greatly missed - I sent him a message on NSF but I doubt if I'll get any reply - what are your thoughts on the matter?",0.6945444784999999
"No, I don't know of any way to measure the number of visitors to articles. Perhaps someone on the <url> can answer your question?",0.8506722262
"Hi, you have tagged the article <url> orphan. Can you please check it ?",0.9546100063
